CHR	arm	gene	dmr.no	dmr.start	dmr.end	dmr.size	dmr.core.start	dmr.core.end	dmr.core.size	X01_AVG	X11_AVG	deltaBeta	dmr.p	dmr.p.rank
1	p	OR4F29	1	568543	570571	2029	569427	569687	261	0.241428316604883	0.200479154738461	-0.0409491618664222	8.47758995784638e-17	6803
1	p	NCRNA00115	2	763089	763154	66	763116	763127	12	0.02655950437663	0.0126239310427558	-0.0139355733338742	1.41918441107298e-08	10473
1	p	LOC100130417	3	846481	851194	4714	846507	849540	3034	0.427237069698257	0.543624953656087	0.11638788395783	2.10876740129394e-60	1394
1	p	FLJ39609	4	854688	854844	157	854766	854838	73	0.658537295829198	0.877462327407652	0.218925031578455	2.52744987189133e-35	3016
1	p	KLHL17	5	896227	896394	168	896305	896316	12	0.0304107818849802	0.0242495254900522	-0.00616125639492801	1.11217823708035e-09	9929
1	p	C1orf170	6	915414	917893	2480	916058	917892	1835	0.524895803573311	0.602026809024539	0.0771310054512276	1.02902816549192e-25	4417
1	p	HES4	7	939128	944531	5404	939448	943647	4200	0.573034007644044	0.796598377701183	0.223564370057139	5.46012154328997e-124	305
1	p	AGRN	8	976090	976305	216	976168	976227	60	0.179703061499488	0.0302919366589181	-0.14941112484057	1.11969943140144e-12	8525
1	p	AGRN	9	986250	987538	1289	986560	987502	943	0.824461439123477	0.885896314115209	0.0614348749917322	1.62593832953586e-18	6194
1	p	RNF223	10	991411	991723	313	991533	991708	176	0.703515005711845	0.802479224693239	0.0989642189813944	8.65912419980108e-19	6090
1	p	RNF223	11	1007791	1011099	3309	1008091	1010638	2548	0.557653594946885	0.607826696879074	0.050173101932189	4.86784338758241e-08	10711
1	p	C1orf159	12	1019824	1020031	208	1019860	1020002	143	0.849438579514399	0.913019917735974	0.063581338221575	1.98577020918481e-13	8171
1	p	C1orf159	13	1022759	1023136	378	1022900	1022995	96	0.717235856778559	0.922161663595385	0.204925806816826	7.64331714004124e-29	3889
1	p	RP11-465B22.5	14	1060637	1065912	5276	1061521	1065894	4374	0.754898183272106	0.77291720625949	0.0180190229873838	1.37149129203559e-36	2872
1	p	RP11-465B22.5	15	1068275	1071979	3705	1069929	1070325	397	0.784452835694652	0.836751847884962	0.0522990121903106	7.24006904695603e-12	8890
1	p	RP11-465B22.5	16	1073268	1080763	7496	1073424	1080611	7188	0.612186680677013	0.687586684407123	0.0754000037301105	8.30076370527586e-48	2011
1	p	RP11-465B22.5	17	1082758	1085357	2600	1083642	1084473	832	0.606516215334599	0.669134218846093	0.0626180035114944	1.24312259880487e-10	9486
1	p	MIR200B	18	1097023	1097426	404	1097027	1097270	244	0.678747387629835	0.767167570967207	0.0884201833373718	3.47818429127667e-20	5705
1	p	MIR200B	19	1099481	1099733	253	1099563	1099651	89	0.405454242095319	0.560385444832641	0.154931202737322	1.17275799811953e-51	1791
1	p	MIR200A	20	1102622	1106971	4350	1102833	1106175	3343	0.73357381257772	0.764658300834721	0.0310844882570007	1.70796112840004e-25	4467
1	p	TTLL10	21	1114771	1115211	441	1114912	1115083	172	0.801929155583552	0.880884587343168	0.0789554317596155	1.32416555080919e-24	4633
1	p	TTLL10	22	1117513	1119609	2097	1117562	1118965	1404	0.701003796310828	0.682317141407148	-0.01868665490368	3.2009879206062e-10	9667
1	p	UBE2J2	23	1209669	1209723	55	1209673	1209720	48	0.029674234971999	0.0260599871042933	-0.00361424786770569	4.61615261363997e-05	11967
1	p	ACAP3	24	1237792	1239903	2112	1238436	1239259	824	0.534605683892928	0.765530751395561	0.230925067502632	1.49204727397916e-119	330
1	p	PUSL1	25	1242703	1242784	82	1242730	1242757	28	0.0480903835891783	0.0391141383630022	-0.00897624522617613	3.38487841102077e-15	7409
1	p	PUSL1	26	1244936	1245154	219	1245014	1245076	63	0.342278229240705	0.464184692546735	0.12190646330603	6.12513134934914e-21	5490
1	p	GLTPD1	27	1259649	1260025	377	1259676	1259947	272	0.0251466353534486	0.0219517880918195	-0.00319484726162908	1.90142794070117e-11	9075
1	p	TAS1R3	28	1267115	1267330	216	1267117	1267252	136	0.549859903458707	0.805213365044548	0.255353461585841	5.33226219081255e-100	501
1	p	DVL1	29	1272337	1272493	157	1272398	1272477	80	0.879906503670445	0.919997708488751	0.0400912048183059	5.92770799644167e-08	10756
1	p	CCNL2	30	1334789	1334807	19	1334791	1334803	13	0.0150891139442811	0.0115692519285103	-0.00351986201577076	6.28254241207756e-25	4560
1	p	VWA1	31	1376890	1378704	1815	1377525	1378060	536	0.71027755759788	0.619654021345025	-0.0906235362528546	2.92459511259063e-13	8256
1	p	ATAD3C	32	1396047	1396247	201	1396086	1396169	84	0.392719868623352	0.499923148688982	0.10720328006563	7.58050696402848e-19	6069
1	p	ATAD3C	33	1397755	1398037	283	1397837	1398028	192	0.586734031010049	0.467012050992651	-0.119721980017398	2.03290320913603e-14	7743
1	p	C1orf70	34	1470758	1470914	157	1470807	1470905	99	0.843291491859504	0.918075621091598	0.0747841292320942	1.88082145112995e-11	9073
