	Estimate	Std. Error	t value	Pr(>|t|)	idx	beta	pval	cilb	ciub	i2	tau2	Symbol	coef	exp(coef)	se(coef)	z	Pr(>|z|)
ENSG00000088356.5	0.0972351008104766	0.0146722882395081	6.62712585952689	7.79034335351189e-11	522	0.636289931328794	1.90066699627501e-12	0.459184131653849	0.813395731003738	96.9684040605604	0.169007491274456	PDRG1	0.589947995325811	1.80389460200746	0.223283337600951	2.64214966358197	0.00823816436652389
ENSG00000126787.11	0.0916131292879232	0.00409717410468508	22.3600772012994	1.79009368458166e-80	1581	2.92777335162189	1.66655082512055e-15	2.20723362692073	3.64831307632305	97.9743700985326	2.81778955074672	DLGAP5	0.610288418875644	1.84096229049229	0.218311072443943	2.79549915651828	0.00518196370170079
ENSG00000112742.8	0.099400314726146	0.00509560517266285	19.5070676314197	1.2368150787511e-65	1778	2.41925695535574	8.54614154469056e-15	1.80815637324529	3.03035753746619	98.1183420642356	2.05559129806565	TTK	0.879297705145414	2.40920713836895	0.227495963045973	3.8651134436514	0.000111037578123383
ENSG00000051341.12	0.107487768075072	0.00535463243989154	20.0737901773235	1.47727363113548e-68	3082	2.39362027948115	4.81421628004271e-15	1.79458993885613	2.99265062010618	97.8507268776111	2.010200109267	POLQ	0.862176819883703	2.36831047192852	0.225178517878389	3.82885911145989	0.000128738675956802
ENSG00000115163.13	0.104216851470571	0.0044635577462432	23.3483820296234	1.16222952294448e-85	3172	2.96784115750368	1.03874150303766e-20	2.34451811483056	3.5911642001768	97.0760662365881	2.04284039229754	CENPA	0.656162464574113	1.92738172860264	0.220017659962051	2.98231725892953	0.00286075375860313
ENSG00000088325.14	0.107386683695125	0.00459680017975075	23.3611815819561	9.95501473144609e-86	4201	2.62864973837321	1.33758325545784e-23	2.11410815951264	3.14319131723378	97.5150718782902	1.42570257976733	TPX2	0.720125951306651	2.05469198548737	0.22376654697589	3.21820201025956	0.00128996931469039
ENSG00000176208.7	0.0746574266918757	0.0100987379313688	7.39274820272085	5.01215321890077e-13	4408	1.1047411582525	1.68649913077483e-11	0.783051330022046	1.42643098648295	97.8664795142624	0.577390024815686	ATAD5	0.567949556725101	1.76464503478874	0.217164083595059	2.61530151451813	0.0089148719115335
ENSG00000163145.11	-0.0488306348452267	0.00412457882036419	-11.8389384642467	3.91655228102209e-29	5793	-2.92152006746974	1.69988320246385e-17	-3.59417400596838	-2.24886612897109	98.4780591441468	2.5423783197647	C1QTNF7	-0.721676029068303	0.485937128309552	0.219984256696923	-3.28058034654076	0.00103593754016031
ENSG00000278934.1	-0.0202140673191523	0.00300137525454291	-6.73493502305521	3.93304816402269e-11	5891	-2.4002309221843	7.7211445157814e-11	-3.12331929169726	-1.67714255267133	98.3880882357746	2.75762245070679	NA	-0.62137002138345	0.537207946831306	0.219658189873623	-2.82880425146426	0.00467222667806775
ENSG00000124571.16	0.165741740677018	0.0161967647250321	10.2330152651329	1.02000586512353e-22	8156	0.676601174244281	1.1443339043913e-11	0.481212905321442	0.871989443167119	98.712607652817	0.218396035943691	XPO5	0.785076986532636	2.19257573303899	0.226010681717641	3.47362779743945	0.000513472772365654
ENSG00000146918.18	0.0885486783965277	0.0105850239660544	8.36546791773911	4.41960500950537e-16	8231	1.14266390713911	7.5097348038956e-16	0.864866994288335	1.42046081998988	98.489541359516	0.432731616464412	NCAPG2	0.599970071439022	1.82206426781293	0.216400880996173	2.77249366396819	0.00556286023490019
ENSG00000105173.12	0.0762914512240859	0.00496570762533621	15.3636615323119	5.48975309417742e-45	10951	1.73430153462199	4.29897224180438e-11	1.21875962257278	2.2498434466712	98.9171009155776	1.49694056780226	CCNE1	0.885758974574429	2.42482407308039	0.227493346721021	3.89355990995487	9.87837918097823e-05
ENSG00000101057.14	0.0964185587093062	0.00355059893237514	27.155575874859	1.23803231673524e-105	11084	3.30438583264598	4.21504251220862e-17	2.53399631532745	4.07477534996452	98.0885172410758	3.30116113451398	MYBL2	0.620700713422248	1.86023107414905	0.222374314596021	2.79124284002787	0.00525060623812686
ENSG00000065911.10	0.0931665477408538	0.00980519198238871	9.50175661100691	5.26078989185282e-20	12377	1.09542678438751	2.86457019823641e-12	0.788019633382075	1.40283393539295	97.1390807029628	0.504234374856817	MTHFD2	0.861180290388156	2.36595155624837	0.22555324576007	3.81807979524369	0.000134494427723395
ENSG00000011426.9	0.10272999893942	0.00583946164634293	17.5923749758262	6.62988385358401e-56	14078	2.3163421629886	9.34573039570463e-14	1.70693974779918	2.92574457817802	98.2356181967394	2.05262728007755	ANLN	0.591715079335943	1.80708505338223	0.2169368120113	2.7275918450628	0.0063798494148707
ENSG00000087586.16	0.112016719459954	0.00605103061825173	18.5120067186699	1.51492670110046e-60	15164	1.96705226751278	2.70879158156758e-18	1.52507784368337	2.40902669134219	98.5250197485053	1.07837531156325	AURKA	0.701728571892688	2.01723663404072	0.222154149221005	3.1587461875159	0.00158449418838754
ENSG00000072571.18	0.0935486826990517	0.00544924198493817	17.1672836254331	8.7729786719667e-54	15450	2.19316488874307	2.49733808467642e-16	1.6686612309555	2.71766854653064	97.4240852402738	1.51507071447538	HMMR	0.608179995940869	1.83708485245302	0.216898448495533	2.80398499924445	0.00504752534136835
ENSG00000156802.11	0.0635866237138128	0.00847321277475484	7.50442900516594	2.3140057974005e-13	18432	1.2895917390454	1.18302941671128e-14	0.962097492830629	1.61708598526017	98.1935103076983	0.592611577455729	ATAD2	0.760596566624145	2.13955222529626	0.219935677416986	3.45826823349855	0.000543659812322867
ENSG00000169607.11	0.0884836674496576	0.00454173537778216	19.4823476247677	1.65737164364492e-65	19343	2.61835807653503	1.27793561153755e-19	2.0520648556454	3.18465129742465	97.4656903836278	1.76511512290181	CKAP2L	0.567397295327178	1.76367075850734	0.216833201828718	2.6167454547638	0.0088772513535302
ENSG00000169679.13	0.112377328214256	0.00502825402463248	22.3491748156995	2.04186578854648e-80	20946	2.65715167772868	2.22421207266902e-22	2.12196230164265	3.19234105381471	97.7219939965908	1.57491428867587	BUB1	0.682261846943264	1.97834739448588	0.221392839092043	3.08167983093444	0.00205836102083639
ENSG00000152253.7	0.0912274408472088	0.00452932722724301	20.1414992271907	6.59501171426051e-69	21266	2.18960753415797	3.1251544812512e-18	1.69671215924604	2.6825029090699	97.0016397706478	1.30862535976326	SPC25	0.800165175721991	2.22590856418356	0.221646587101892	3.61009472865986	0.000306085199783593
ENSG00000131944.8	0.0785580606311771	0.011274262291477	6.96791138969374	8.7093884697295e-12	22934	0.934395817198853	9.40747361087932e-13	0.677860511082717	1.19093112331499	97.5982551853627	0.356584755456501	C19orf40	0.648517364796027	1.91270288508381	0.221618894222055	2.92627290228347	0.00343049863495257
ENSG00000140534.12	0.115317606691	0.00676048277928775	17.0575993543392	3.07539379227291e-53	25255	2.02607588253582	9.73968673866136e-14	1.49264892913268	2.55950283593896	98.3173503479375	1.57673789801494	TICRR	0.594722005649672	1.81252700265029	0.220353849912308	2.6989408439487	0.00695605398826971
ENSG00000147889.15	0.0403511314763347	0.00384845611246322	10.4850179649074	1.10189518558235e-23	27005	2.68609949920507	6.83252289680866e-15	2.01006357562807	3.36213542278206	97.9897024737645	2.5234412158757	CDKN2A	0.837707978188191	2.31106389285975	0.223535470120182	3.74753938485827	0.000178577803501065
ENSG00000120254.14	0.102802867776109	0.01196175460465	8.59429667083666	7.6724118260353e-17	28424	1.09055085024469	2.02060861157448e-12	0.786637310560611	1.39446438992876	97.6890936366842	0.517318012530899	MTHFD1L	0.576541787904152	1.7798725985678	0.217069991423385	2.65601792363659	0.00790694117064268
ENSG00000101412.12	0.0924234816425856	0.00613804114768937	15.0574881169342	1.56441996160478e-43	28578	2.0352725178298	3.87215178905662e-19	1.58909662228033	2.48144841337928	98.0067804911249	1.07252255921978	E2F1	0.745233681204389	2.10693372826983	0.223175725086631	3.33922374808061	0.000840128657077204
