	Estimate	Std. Error	t value	Pr(>|t|)	idx	beta	pval	cilb	ciub	i2	tau2	Symbol	coef	exp(coef)	se(coef)	z	Pr(>|z|)
ENSG00000106105.12	0.165603947784002	0.0124735494165965	13.2764093244911	1.17109560095407e-37	1903	0.696946435927613	9.36696250932587e-23	0.557823228685609	0.836069643169617	96.5486404779221	0.101794629582578	GARS	0.493733825116833	1.63842239585846	0.166897204206294	2.95831094034715	0.00309329925829525
ENSG00000152580.8	-0.0664753428962474	0.003187400372504	-20.855661394061	8.54717713304222e-83	2484	-2.96211718950733	2.29071515147762e-34	-3.43702317061065	-2.48721120840401	94.663974918548	1.10657243232227	IGSF10	-0.462177381379137	0.62991059562134	0.165705501751048	-2.78914928288562	0.00528466995293832
ENSG00000150625.15	-0.0277044364494208	0.0025525392003723	-10.8536771718843	2.94784495855649e-26	3534	-3.89956121249532	8.76224286854856e-16	-4.84982138378667	-2.94930104120396	98.9012610827899	5.16057656546919	GPM6A	-0.439304711759671	0.64448436774104	0.165353295465588	-2.65676417589813	0.00788946102366582
ENSG00000150753.10	0.134656748080593	0.0116312832411218	11.5771188173392	1.78713145238727e-29	3682	0.658909023443142	7.18737244014702e-11	0.460735239503175	0.857082807383108	98.571811345224	0.223186359905047	CCT5	0.437519634110921	1.54886070883855	0.165732304652647	2.63991763722772	0.00829261778597641
ENSG00000179388.8	-0.058329370008187	0.00393617135271185	-14.8188086293552	8.66058118965306e-46	6483	-1.62690057571183	5.83475981538289e-12	-2.09012535681363	-1.16367579461003	93.189324676457	1.10983263709646	EGR3	-0.520002755745717	0.594518909624998	0.164554119800601	-3.16007132714654	0.00157730519923534
ENSG00000146731.9	0.15675513134482	0.0135019128780305	11.6098461574199	1.2668532069736e-29	9170	0.653498273786241	8.1010079100912e-15	0.488569769443075	0.818426778129408	98.4687973809471	0.155670921527746	CCT6A	0.434275892266311	1.54384474419114	0.166130223158155	2.61406915617565	0.00894709245611128
ENSG00000163827.11	-0.0764647384661265	0.00363850323758981	-21.0154377976527	7.2824364906425e-84	10237	-2.60243859950279	8.75813919223485e-12	-3.34973024656388	-1.85514695244171	98.9375051066706	3.19301464853038	LRRC2	-0.610769840385541	0.542932736600251	0.167817716836382	-3.63948367251967	0.000273185257633302
ENSG00000105173.12	0.0606233694896107	0.00497286029265443	12.190845091538	2.4850801276386e-32	10951	1.73430153462199	4.29897224180438e-11	1.21875962257278	2.2498434466712	98.9171009155776	1.49694056780226	CCNE1	0.497220423056673	1.64414488622295	0.166001894561366	2.99526956828113	0.00274202394439874
ENSG00000234043.3	-0.0197039578434041	0.00254363132160052	-7.74638906042636	1.98647706631149e-14	11491	-1.41979107507444	4.46274746567577e-17	-1.75106745648562	-1.08851469366326	91.1554079328273	0.508798394715795	NA	-0.431377428768483	0.649613681607551	0.164097938486388	-2.62878030490472	0.00856917012980629
ENSG00000164303.9	-0.0512722255617623	0.00460134934146578	-11.1428673975511	1.59683661872631e-27	13401	-2.45463714552126	5.61333100352568e-13	-3.12194568679791	-1.78732860424462	97.2621595507024	2.38667504467961	ENPP6	-0.493972286525254	0.610197693554725	0.166731386501612	-2.96268325292477	0.0030497021578477
